 Year month day hour variable watershed value
  2009 10  2   3.000 swigm            2   0.00000    
  2009 10  2   3.000 swigm            3   0.00000    
  2009 10  2   4.000 p                1   0.00000    
  2009 10  2   4.000 p                2   0.00000    
  2009 10  2   4.000 p                3   0.00000    
  2009 10  2   4.000 swe              1  0.710011E-03
  2009 10  2   4.000 swe              2  0.355005E-03
  2009 10  2   4.000 swe              3  0.694454E-03
  2009 10  2   4.000 swit             1   0.00000    
  2009 10  2   4.000 swit             2   0.00000    
  2009 10  2   4.000 swit             3   0.00000    
  2009 10  2   4.000 swism            1   0.00000    
  2009 10  2   4.000 swism            2   0.00000    
  2009 10  2   4.000 swism            3   0.00000    
  2009 10  2   4.000 swir             1   0.00000    
  2009 10  2   4.000 swir             2   0.00000    
  2009 10  2   4.000 swir             3   0.00000    
  2009 10  2   4.000 swigm            1   0.00000    
  2009 10  2   4.000 swigm            2   0.00000    
  2009 10  2   4.000 swigm            3   0.00000    
  2009 10  2   5.000 p                1   0.00000    
  2009 10  2   5.000 p                2   0.00000    
  2009 10  2   5.000 p                3   0.00000    
  2009 10  2   5.000 swe              1  0.713468E-03
  2009 10  2   5.000 swe              2  0.356734E-03
  2009 10  2   5.000 swe              3  0.693293E-03
  2009 10  2   5.000 swit             1   0.00000    
  2009 10  2   5.000 swit             2   0.00000    
  2009 10  2   5.000 swit             3   0.00000    
  2009 10  2   5.000 swism            1   0.00000    
  2009 10  2   5.000 swism            2   0.00000    
  2009 10  2   5.000 swism            3   0.00000    
  2009 10  2   5.000 swir             1   0.00000    
  2009 10  2   5.000 swir             2   0.00000    
  2009 10  2   5.000 swir             3   0.00000    
  2009 10  2   5.000 swigm            1   0.00000    
  2009 10  2   5.000 swigm            2   0.00000    
  2009 10  2   5.000 swigm            3   0.00000    
  2009 10  2   6.000 p                1   0.00000    
  2009 10  2   6.000 p                2   0.00000    
  2009 10  2   6.000 p                3   0.00000    
  2009 10  2   6.000 swe              1  0.716925E-03
  2009 10  2   6.000 swe              2  0.358462E-03
  2009 10  2   6.000 swe              3  0.694271E-03
  2009 10  2   6.000 swit             1   0.00000    
  2009 10  2   6.000 swit             2   0.00000    
  2009 10  2   6.000 swit             3   0.00000    
  2009 10  2   6.000 swism            1   0.00000    
  2009 10  2   6.000 swism            2   0.00000    
  2009 10  2   6.000 swism            3   0.00000    
  2009 10  2   6.000 swir             1   0.00000    
  2009 10  2   6.000 swir             2   0.00000    
  2009 10  2   6.000 swir             3   0.00000    
  2009 10  2   6.000 swigm            1   0.00000    
  2009 10  2   6.000 swigm            2   0.00000    
  2009 10  2   6.000 swigm            3   0.00000    
  2009 10  2   7.000 p                1   0.00000    
  2009 10  2   7.000 p                2   0.00000    
  2009 10  2   7.000 p                3   0.00000    
  2009 10  2   7.000 swe              1  0.720382E-03
  2009 10  2   7.000 swe              2  0.360191E-03
  2009 10  2   7.000 swe              3  0.697711E-03
  2009 10  2   7.000 swit             1   0.00000    
  2009 10  2   7.000 swit             2   0.00000    
  2009 10  2   7.000 swit             3   0.00000    
  2009 10  2   7.000 swism            1   0.00000    
  2009 10  2   7.000 swism            2   0.00000    
  2009 10  2   7.000 swism            3   0.00000    
  2009 10  2   7.000 swir             1   0.00000    
  2009 10  2   7.000 swir             2   0.00000    
  2009 10  2   7.000 swir             3   0.00000    
  2009 10  2   7.000 swigm            1   0.00000    
  2009 10  2   7.000 swigm            2   0.00000    
  2009 10  2   7.000 swigm            3   0.00000    
  2009 10  2   8.000 p                1   0.00000    
  2009 10  2   8.000 p                2   0.00000    
  2009 10  2   8.000 p                3   0.00000    
  2009 10  2   8.000 swe              1  0.108719E-02
  2009 10  2   8.000 swe              2  0.543594E-03
  2009 10  2   8.000 swe              3  0.106438E-02
  2009 10  2   8.000 swit             1   0.00000    
  2009 10  2   8.000 swit             2   0.00000    
  2009 10  2   8.000 swit             3   0.00000    
  2009 10  2   8.000 swism            1   0.00000    
  2009 10  2   8.000 swism            2   0.00000    
  2009 10  2   8.000 swism            3   0.00000    
  2009 10  2   8.000 swir             1   0.00000    
  2009 10  2   8.000 swir             2   0.00000    
  2009 10  2   8.000 swir             3   0.00000    
  2009 10  2   8.000 swigm            1   0.00000    
  2009 10  2   8.000 swigm            2   0.00000    
  2009 10  2   8.000 swigm            3   0.00000    
  2009 10  2   9.000 p                1   0.00000    
  2009 10  2   9.000 p                2   0.00000    
  2009 10  2   9.000 p                3   0.00000    
  2009 10  2   9.000 swe              1  0.127053E-02
  2009 10  2   9.000 swe              2  0.635266E-03
  2009 10  2   9.000 swe              3  0.124774E-02
